new_id	phase	F__Bacteroidaceae	F__Veillonellaceae	F__Rikenellaceae	F__Enterobacteriaceae	F__Ruminococcaceae	F__Porphyromonadaceae	F__Acidaminococcaceae	F__Sutterellaceae	F__Lachnospiraceae	F__Verrucomicrobiaceae	F__Streptococcaceae	F__Prevotellaceae	O__Clostridiales	O__Burkholderiales	F__Pasteurellaceae	F__Coriobacteriaceae	F__Erysipelotrichaceae	C__Alphaproteobacteria	F__Peptostreptococcaceae	P__Firmicutes	F__Lactobacillaceae	F__Desulfovibrionaceae	O__Bacteroidales	F__Pseudomonadaceae	F__Enterococcaceae	F__Halomonadaceae	F__Clostridiaceae_1	F__Oxalobacteraceae	P__Proteobacteria	F__Fusobacteriaceae	F__Clostridiales_Incertae_Sedis_XIII	F__Shewanellaceae	F__Moraxellaceae	F__Staphylococcaceae	P__Bacteroidetes	F__Anaeroplasmataceae	K__Bacteria	F__Spirochaetaceae	F__Succinivibrionaceae	F__Streptophyta	F__Clostridiales_Incertae_Sedis_XII	F__Comamonadaceae	F__Micrococcaceae	F__Flavobacteriaceae	F__Burkholderiaceae	F__Bifidobacteriaceae	F__Synergistaceae	F__Propionibacteriaceae	F__Catabacteriaceae	F__Peptococcaceae_1	F__Leuconostocaceae	F__Carnobacteriaceae	C__Clostridia	F__Actinomycetaceae	C__Gammaproteobacteria	P__Candidatus_Saccharibacteria	F__Bacillales_Incertae_Sedis_XI	C__Mollicutes	F__Campylobacteraceae	F__Christensenellaceae	F__Victivallaceae	F__Clostridiales_Incertae_Sedis_XI	F__Cytophagaceae	F__Microbacteriaceae	O__Cytophagales	F__Corynebacteriaceae	C__Bacilli	F__Helicobacteraceae	F__Chitinophagaceae	F__Puniceicoccaceae	F__Elusimicrobiaceae	F__Xanthomonadaceae	F__Marinilabiliaceae	F__Leptotrichiaceae	F__Neisseriaceae	F__Sphingomonadaceae	F__Eubacteriaceae	F__Caulobacteraceae	F__Bacillales_Incertae_Sedis_X	O__Gammaproteobacteria_incertae_sedis	F__Brucellaceae	F__Planococcaceae	F__Aeromonadaceae	O__Bacillales	F__Rhodobacteraceae	F__Cryomorphaceae	P__Parcubacteria	F__Peptoniphilaceae	F__Aerococcaceae	F__Alcaligenaceae	C__Betaproteobacteria	F__Sphingobacteriaceae	F__Bacillaceae_1	F__Oceanospirillaceae	F__Legionellaceae	F__Cyclobacteriaceae	F__Acetobacteraceae	F__Deferribacteraceae	F__Bacillariophyta	F__Thermoactinomycetaceae_1	F__Promicromonosporaceae	F__Rhizobiaceae	F__Deinococcaceae	F__Listeriaceae	F__Brevibacteriaceae	F__Nocardioidaceae	O__Myxococcales	F__Coxiellaceae	F__Bacteriovoracaceae	O__Lactobacillales	F__Rhodocyclaceae	F__Syntrophomonadaceae	O__Rhizobiales	O__Flavobacteriales	F__Labilitrichaceae	F__Bradyrhizobiaceae	F__Intrasporangiaceae	F__Methylobacteriaceae	O__Actinomycetales	NA	F__Pseudoalteromonadaceae	F__Clostridiaceae_4	F__Bdellovibrionaceae	F__Psychromonadaceae	O__Gp16	F__Hyphomicrobiaceae	C__Epsilonproteobacteria	F__Rickettsiaceae	C__Deltaproteobacteria	F__Methylococcaceae	F__Vibrionaceae	P__Microgenomates	C__Cyanobacteria	F__Chloroflexaceae	F__Dermacoccaceae	F__Burkholderiales_incertae_sedis	F__Holophagaceae	F__Nocardiaceae	O__Blastocatella	F__Cardiobacteriaceae	F__Armatimonadaceae	O__Gp6	F__Solirubrobacteraceae	F__Methylophilaceae
2020-023_PSC_0375	BL	4292	7704	1449	2139	4493	4499	12	67	3164	31	112	1553	205	0	7	256	501	80	18	360	0	502	83	0	0	0	0	58	179	0	57	0	0	0	0	0	10	0	0	21	9	0	8	0	0	0	0	0	4	0	0	0	0	18	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
2020-023_PSC_0376	BL	4383	935	0	1827	4605	2347	0	1104	5136	0	6	2	249	0	0	29	2763	0	0	53	0	436	0	0	7	0	17	0	0	0	107	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0377	BL	13380	6291	5502	2403	9752	7199	0	1038	6570	9	40	0	0	5200	5	635	311	0	51	316	210	0	0	3	0	0	14	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0378	BL	8436	7	741	912	797	1975	348	2364	859	23	11	5	0	0	13	6	96	1479	0	6	0	158	0	0	0	0	0	0	4	4085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0383	BL	5141	4062	0	5175	3122	1784	0	702	4755	0	195	0	16	0	0	701	457	0	204	136	9	0	0	0	0	0	67	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	0	0	0	0	0	21	0	0	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0384	BL	9642	2905	476	248	1412	1971	3	5653	2145	64	297	0	12	0	66	16	59	0	0	58	0	653	1210	2	0	0	0	0	322	0	120	0	0	0	0	0	365	0	0	11	8	0	26	0	0	0	3	0	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0385	BL	8660	729	1549	113	1013	1222	0	338	859	13	16	0	6	0	291	20	120	0	0	102	0	0	0	0	0	0	0	0	15	0	5	0	0	0	4	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0389	BL	3029	63	2850	1079	4138	1848	641	112	1370	80	135	105	1878	0	4	534	165	290	48	670	0	200	114	0	12	11	41	83	0	0	69	10	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0390	BL	0	33	4	22407	2762	2879	0	0	903	0	9	0	9	0	0	13	494	0	66	0	194	757	0	0	168	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0391	BL	15139	1675	1414	7398	2529	1806	1251	1665	7858	3	9	30	10	0	0	208	465	4554	34	98	0	281	0	2	0	0	0	0	0	13	10	0	0	0	0	0	0	0	0	0	17	3	0	0	0	0	0	69	6	0	0	8	0	0	0	0	0	0	6	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0392	BL	1157	1607	243	0	1998	752	8	19	1783	0	340	3203	688	0	12	38	118	0	7	83	78	0	44	0	0	0	22	14	0	0	9	0	0	0	941	0	33	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0394	BL	13183	6389	2130	119	12460	1390	0	2974	5367	0	387	0	60	0	380	122	357	0	34	269	8	381	0	0	3	0	44	0	0	0	15	0	0	0	0	0	0	0	0	0	29	0	0	0	0	8	9	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0395	BL	3164	6175	400	1066	1670	700	5524	156	1965	4	529	4143	0	0	0	61	31	0	0	7	807	1374	146	2	0	0	0	37	32	0	71	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0396	BL	3	1789	0	4	2531	0	0	0	3194	0	27	1351	0	0	10	0	749	0	11	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0397	BL	4095	1805	1936	794	2360	892	0	853	986	0	33	0	70	0	0	0	106	0	7	21	0	175	0	0	0	0	5	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	44	0	0	6	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0399	BL	1956	0	444	5	2123	1182	733	516	571	0	0	594	10	0	0	0	21	0	0	0	13	134	0	0	0	0	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0400	BL	9072	1419	309	4	7633	5009	3	1252	4951	0	42	0	0	0	707	25	471	0	821	585	142	378	0	0	0	192	417	3	0	0	501	57	27	0	2	0	0	0	0	0	7	0	0	17	0	3	0	12	0	0	0	5	0	6	0	8	3	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0401	BL	2843	177	142	789	3385	187	0	90	3235	0	223	0	0	0	3233	370	81	0	37	79	1253	0	0	0	0	0	54	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0403	BL	4575	11	918	837	4243	1234	1007	318	2796	0	157	1435	870	0	5	133	191	0	0	26	0	14	0	0	0	0	0	0	0	0	20	0	0	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0404	BL	4887	347	405	185	2028	520	237	5	802	23	296	0	23	0	414	0	42	0	24	72	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	4	0	7	0	0	3	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0406	BL	1580	147	323	12	3576	571	0	777	1740	0	16	2764	381	0	70	555	69	153	0	118	3	64	106	0	0	0	6	46	27	0	4	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	55	39	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0408	BL	2224	111	1084	2991	6692	1248	1673	310	2675	116	150	2911	955	0	15	206	217	25	24	845	5	1645	0	0	0	0	60	56	2	0	20	0	0	0	6	0	9	0	0	0	70	0	0	0	0	56	5	0	27	0	0	0	0	0	0	0	0	0	2	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0411	BL	7769	581	0	583	2087	0	0	0	3116	0	184	0	96	0	241	6	230	0	128	0	24	0	0	3	461	0	75	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	22	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0412	BL	3989	1017	1010	185	2864	605	675	2	2982	0	189	0	85	0	0	95	262	0	7	36	1167	720	0	0	45	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0415	BL	2776	0	109	3996	150	891	656	0	1474	0	111	144	0	0	0	32	168	3	25	320	0	153	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	3	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0417	BL	6667	311	3008	1002	4003	2979	0	445	1866	94	109	0	417	0	161	140	108	0	33	126	3	85	0	0	22	0	55	121	58	0	26	0	2	0	0	0	18	0	0	0	6	0	0	0	0	0	0	0	24	0	0	0	2	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0418	BL	5055	688	1781	489	8404	3983	1775	0	2882	44	45	29	686	0	0	158	780	0	44	224	0	340	275	0	379	0	9	55	0	0	64	0	0	0	0	0	0	0	0	5	0	0	7	0	0	10	0	0	4	10	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0419	BL	16213	1689	2603	1813	805	501	2059	1002	2443	0	1157	0	0	0	0	58	107	103	0	6	15	13	0	0	15	0	56	0	2	9	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0423	BL	5339	15	2424	5626	2906	1616	787	1437	1065	26	37	100	1186	77	0	289	88	0	6	823	0	236	0	0	0	4	26	0	0	0	22	3	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	8	46	0	0	62	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0424	BL	12439	3543	4830	15001	4704	5230	0	803	8770	995	23	981	151	0	0	129	148	0	0	80	0	507	0	0	0	0	0	104	914	0	5	0	1386	0	0	0	123	0	0	0	0	0	0	0	0	4	0	0	13	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0426	BL	4671	0	2061	124	2408	4201	882	354	764	297	18	6	404	0	0	148	24	122	0	4	0	85	0	0	0	7	0	25	0	26	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0429	BL	1747	2413	1524	40	2854	929	27	1183	1287	0	26	8881	196	0	62	32	936	0	55	59	0	77	1095	3	2	0	13	70	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0430	BL	12180	34	3841	629	1219	2962	0	5241	1710	0	57	0	0	0	0	151	75	0	86	5	20	553	0	0	79	0	17	49	0	0	28	0	0	0	0	0	0	0	0	0	82	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0434	BL	8673	440	927	3273	2522	2151	78	1349	2109	0	54	0	11	0	0	12	177	0	0	43	62	34	0	0	0	0	1391	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0437	BL	7446	216	129	1833	674	835	0	3	2257	27	26	0	2	0	0	7	56	4	7	12	0	207	0	0	0	0	0	10	0	0	32	0	0	3	0	0	0	0	0	0	0	0	0	0	16	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2020-023_PSC_0439	BL	8558	158	204	1180	5078	1901	1137	0	3344	0	36	0	8	0	0	0	73	0	34	155	0	302	0	0	0	0	23	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0440	BL	2659	413	1370	13	2364	835	10	164	1345	0	8	276	419	0	0	11	32	118	18	81	0	5	0	0	0	0	17	0	6	0	3	0	0	0	0	0	355	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0441	BL	11203	1935	0	66	514	5267	0	3058	1184	0	127	0	0	0	1208	0	10	0	100	165	6	0	0	0	5	0	5	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0444	BL	14010	7915	1054	2463	7632	2134	4749	6295	3055	1818	26	4	21	622	241	320	523	0	130	362	1172	1584	0	3	0	0	6	0	0	0	32	0	0	0	0	0	0	0	0	0	256	0	0	0	5	158	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
